Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno 
Ceftazidima/Avibactam;CEFTAZIDIMA+AVIBACTAM 2G+500MG 10 UNITA' USO PARENTERALE;ZAVICEFTA*10 flaconi EV 2 g + 0,5 g;1650,40;1000,00;-;PFIZER IRELAND PHARMACEUTICALS;044931018;KGP;
Ceftobiprolo medocaril;CEFTOBIPROLO MEDOCARIL 500MG 20ML 10 UNITA' USO PARENTERALE;MABELIO*10 flaconcini EV 500 mg 20 ml;798,37;483,74;-;CORREVIO;043060019;CYO;
Ceftolozano/tazobactam;CEFTOLOZANO+TAZOBACTAM 1G+0,5G 10 UNITA' USO PARENTERALE;ZERBAXA*10 flaconcini polv EV 1 g + 0,5 g;1365,41;827,33;-;MERCK SHARP & DOHME BV;044506018;JGW;
Ceftriaxone;CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE EV;CEFTRIAXONE*1 fiala EV 1 g + 1 fiala solv 10 ml;7,44;4,50;-;RATIOPHARM GMBH;035802040;AHU;
Ceftriaxone;CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE EV;CEFTRIAXONE*1 flacone EV 1 g 10 ml + 1 fiala 10 ml;7,44;4,50;-;FRESENIUS KABI ITALIA Srl;035906041;AHU;
Ceftriaxone;CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE EV;FIDATO*1 fiala EV 1 g + fiala solv 10 ml;7,44;4,50;-;FIDIA FARMACEUTICI SpA;035867047;AHU;
Ceftriaxone;CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE EV;ROCEFIN*1 flaconcino EV 1 g + 1 fiala solv 10 ml;9,92;4,51;-;ROCHE SpA;025202096;AHU;
Ceftriaxone;CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE EV;SIRTAP*1 fiala EV 1 g + 1 fiala solv 10 ml;7,44;4,50;-;SO.SE.PHARM Srl;035815036;AHU;
Ceftriaxone;CEFTRIAXONE 1.000MG 10 UNITA' USO PARENTERALE;CEFTRIAXONE*10 flaconcini IM EV 1 g;70,67;37,68;-;MYLAN SpA;035878065;AHV;
Ceftriaxone;CEFTRIAXONE 2.000MG 1 UNITA' USO PARENTERALE;CEFTRIAXONE*1 flacone EV 2 g;14,95;9,06;-;RATIOPHARM GMBH;035802053;AHW;
Ceftriaxone;CEFTRIAXONE 2.000MG 1 UNITA' USO PARENTERALE;FIDATO*1 flacone EV 2 g;14,95;9,06;-;FIDIA FARMACEUTICI SpA;035867050;AHW;
Ceftriaxone;CEFTRIAXONE 2.000MG 1 UNITA' USO PARENTERALE;SIRTAP*1 fiala EV 2 g;14,95;9,06;-;SO.SE.PHARM Srl;035815048;AHW;
Ceftriaxone;CEFTRIAXONE 1.000MG 10 UNITA' USO PARENTERALE EV;CEFTRIAXONE*10 flaconcini EV IM polv 1 g;70,67;37,68;-;QILU PHARMA SPAIN S.L.;045595028;DGD;
Ceftriaxone;CEFTRIAXONE 2.000MG 10 UNITA' USO PARENTERALE EV;CEFTRIAXONE*10 flaconcini 2 g polv per infusione;134,55;81,52;-;MYLAN SpA;035878077;GSC;
Ceftriaxone;CEFTRIAXONE 2.000MG 10 UNITA' USO PARENTERALE EV;CEFTRIAXONE*10 flaconcini EV IM polv 2 g;134,55;81,52;-;QILU PHARMA SPAIN S.L.;045595055;GSC;
Ceftriaxone;CEFTRIAXONE 2.000MG 10 UNITA' USO PARENTERALE EV;FIDATO*10 flaconi EV 2 g;134,55;81,52;-;FIDIA FARMACEUTICI SpA;035867062;GSC;
Cefuroxima;CEFUROXIMA 750MG 50 UNITA' USO PARENTERALE EV;CEFUROXIMA*50 flaconi polv soluz iniett 750 mg;97,10;44,14;-;K24 PHARMACEUTICALS Srl;033447020;DGQ;
Cellule epiteliali corneali umane autologhe vitali;CELLULE EPITELIALI CORNEALI UMANE AUTOLOGHE - EL;HOLOCLAR*impianto 79.000-316.000 cellule/cm2 3,8 cm2;141501,17;85737,50;-;HOLOSTEM Srl;043909011;JXZ;
Cemiplimab;CEMIPLIMAB 350MG 1 UNITA' USO PARENTERALE;LIBTAYO*1 flaconcino INFUS EV 350 mg;10935,96;6626,25;-;REGENERON IRELAND DAC;048070015;LBJ;
Ceritinib;CERITINIB 150MG 90 UNITA' USO ORALE;ZYKADIA*90 cps 150 mg;7185,28;4353,66;-;NOVARTIS EUROPHARM LTD;044233031;LCY;
Cerliponase Alfa;CERLIPONASE ALFA 150MG 5ML 2 UNITA' USO PARENTERALE;BRINEURA*2 flaconcini EV 150 mg 5 ml + 1 flaconcino 5 ml;34372,75;20826,92;-;BIOMARIN INTERNATIONAL LIMITED;045425016;LFE;
Certolizumab pegol;CERTOLIZUMAB PEGOL 200MG 1ML 2 UNITA' USO PARENTERALE;CIMZIA*2 penne SC 200 mg 1 ml + 2 salviettine;1519,29;920,55;-;UCB PHARMA S.A.;039539059;AHX;
Certolizumab pegol;CERTOLIZUMAB PEGOL 200MG 1ML 2 UNITA' USO PARENTERALE;CIMZIA*2 siringhe SC 200 mg 1 ml + 2 salviettine;1519,29;920,55;-;UCB PHARMA S.A.;039539010;AHX;
Cetuximab;CETUXIMAB 100MG 20ML 1 UNITA' USO PARENTERALE;ERBITUX*1 flaconcino infus 20 ml 5 mg/ml;296,41;179,60;-;MERCK EUROPE BV;036584035;AHY;
Cfu di Tice BCG;CFU DI TICE BCG 2ML 3 UNITA' USO ENDOVESCICALE;ONCOTICE*3 flaconcini 2 ml + tappo;414,49;188,40;-;MSD ITALIA Srl;028346029;AHZ;
Chinina;CHININA CLORIDRATO 500MG 2ML 10 UNITA' USO PARENTERALE;CHININA CLORIDRATO*10 fiale 500 mg/2 ml;12,96;7,86;-;AID-STAB.CHIM. FARM.MILITARE;036310011;AIC;
Ciclofosfamide;CICLOFOSFAMIDE 1.000MG 1 UNITA' USO PARENTERALE;ENDOXAN*1 flaconcino 1 g polv;18,22;11,05;-;BAXTER SpA;015628086;AID;
Ciclofosfamide;CICLOFOSFAMIDE 500MG 1 UNITA' USO PARENTERALE;ENDOXAN*1 flaconcino 500 mg polv;11,48;6,95;-;BAXTER SpA;015628074;AIE;
Cidofovir;CIDOFOVIR 375MG 5ML 1 UNITA' USO PARENTERALE;CIDOFOVIR*1 flaconcino EV 75 mg/ml 5 ml;849,61;514,80;-;TILLOMED ITALIA Srl;049238013;DIQ;
Ciprofloxacina;CIPROFLOXACINA 200MG 100ML 1 UNITA' USO PARENTERALE;CIPROXIN*1 flacone EV 200 mg 100 ml;27,78;12,63;-;BAYER SpA;026664045;AIH;
Ciprofloxacina;CIPROFLOXACINA 200MG 100ML 10 UNITA' USO PARENTERALE;CIPROFLOXACINA*10 flaconi EV 200 mg 100 ml;126,61;76,71;-;FRESENIUS KABI ITALIA Srl;037406257;AII;
Ciprofloxacina;CIPROFLOXACINA 200MG 100ML 10 UNITA' USO PARENTERALE;CIPROFLOXACINA*10 sacche soluz infus 200 mg/100 ml;133,30;80,78;-;GALENICA SENESE Srl;040034035;AII;
Ciprofloxacina;CIPROFLOXACINA 200MG 100ML 25 UNITA' USO PARENTERALE;CIPROFLOXACINA*25 flaconi EV 200 mg/100 ml;333,30;201,93;-;BIOINDUSTRIA L.I.M. SpA;038279030;AIJ;
Ciprofloxacina;CIPROFLOXACINA 400MG 200ML 10 UNITA' USO PARENTERALE;CIPROFLOXACINA*10 flaconi EV 400 mg 200 ml;287,92;174,46;-;FRESENIUS KABI ITALIA Srl;037406307;AIM;
Ciprofloxacina;CIPROFLOXACINA 400MG 200ML 25 UNITA' USO PARENTERALE;CIPROFLOXACINA*25 flaconi EV 400mg;757,79;459,14;-;BIOINDUSTRIA L.I.M. SpA;038279067;AIO;
Cisplatino;CISPLATINO 100MG 100ML 1 UNITA' USO PARENTERALE;CISPLATINO*1 flaconcino EV 100 mg 100 ml;38,34;23,23;-;SANDOZ SpA;033346040;AIP;
Cisplatino;CISPLATINO 100MG 100ML 1 UNITA' USO PARENTERALE;CISPLATINO*1 flaconcino EV 100 mg 100 ml;38,34;23,23;-;TEVA ITALIA Srl;039054061;AIP;
Cisplatino;CISPLATINO 100MG 100ML 1 UNITA' USO PARENTERALE;CISPLATINO*1 flaconcino EV 100 ml 1 mg/ml;38,34;23,23;-;ACCORD HEALTHCARE SLU;040210041;AIP;
Cisplatino;CISPLATINO 100MG 100ML 1 UNITA' USO PARENTERALE;CISPLATINO*1 flaconcino EV 100 ml 1 mg/ml;38,34;23,23;-;HIKMA FARMACEUTICA S.A.;049681024;AIP;
Cisplatino;CISPLATINO 10MG 10ML 1 UNITA' USO PARENTERALE;CISPLATINO*1 flaconcino EV 10 ml 1 mg/ml;7,60;4,61;-;ACCORD HEALTHCARE SLU;040210015;AIR;
Cisplatino;CISPLATINO 50MG 100ML 1 UNITA' USO PARENTERALE;CISPLATINO*1 flaconcino EV 50 mg 100 ml;23,88;14,47;-;TEVA ITALIA Srl;039054034;AIV;
Cisplatino;CISPLATINO 50MG 50ML 1 UNITA' USO PARENTERALE;CISPLATINO*1 flaconcino EV 50 ml 1 mg/ml;21,22;12,86;-;ACCORD HEALTHCARE SLU;040210039;AIW;
Cisplatino;CISPLATINO 50MG 50ML 1 UNITA' USO PARENTERALE;CISPLATINO*1 flaconcino EV 50 ml 1 mg/ml;21,22;12,86;-;HIKMA FARMACEUTICA S.A.;049681012;AIW;
Citalopram;CITALOPRAM 40MG 1ML 10 UNITA' USO PARENTERALE;ELOPRAM*10 fiale EV 40 mg 1 ml;86,21;39,19;-;LUNDBECK ITALIA SpA;028681043;AIX;
Citarabina;CITARABINA 1.000MG 10ML 1 UNITA' USO PARENTERALE;CITARABINA*1 fiala EV 1 g 10 ml;31,51;14,33;-;HIKMA FARMACEUTICA S.A.;034164057;AIY;
Citarabina;CITARABINA 1.000MG 10ML 1 UNITA' USO PARENTERALE;CITARABINA*1 flaconcino EV SC 10 ml 100 mg/ml;23,64;14,33;-;ACCORD HEALTHCARE SLU;042356055;AIY;
Citarabina;CITARABINA 100MG 5ML 1 UNITA' USO PARENTERALE;ARACYTIN*1 flacone SC EV 100 mg + 1 fiala solv 5 ml;4,80;2,18;-;PFIZER ITALIA Srl;022391015;AIZ;
Citarabina;CITARABINA 2.000MG 20ML 1 UNITA' USO PARENTERALE;CITARABINA*1 fiala EV 2 g 20 ml;61,68;28,04;-;HIKMA FARMACEUTICA S.A.;034164069;AJE;
Citarabina;CITARABINA 2.000MG 20ML 1 UNITA' USO PARENTERALE;CITARABINA*1 flaconcino EV SC 20 ml 100 mg/ml;46,28;28,04;-;ACCORD HEALTHCARE SLU;042356067;AJE;
Citarabina;CITARABINA 500MG 10ML 1 UNITA' USO PARENTERALE;ARACYTIN*1 flacone SC EV 500 mg + 1 fiala solv 10 ml;18,13;8,24;-;PFIZER ITALIA Srl;022391039;AJF;
Citarabina;CITARABINA 500MG 5ML 5 UNITA' USO PARENTERALE;CITARABINA*5 fiale EV 500 mg 5 ml;76,25;34,66;-;HIKMA FARMACEUTICA S.A.;034164044;AJG;
Citarabina;CITARABINA 500MG 5ML 5 UNITA' USO PARENTERALE;CITARABINA*5 flaconcini EV SC 5 ml 100 mg/ml;57,20;34,66;-;ACCORD HEALTHCARE SLU;042356042;AJG;
Citarabina;CITARABINA 100MG 1ML 5 UNITA' USO PARENTERALE;CITARABINA*5 flaconcini EV SC 1 ml 100 mg/ml;12,89;7,81;-;ACCORD HEALTHCARE SLU;042356028;DKL;
Citarabina;CITARABINA 4.000MG 40ML 1 UNITA' USO PARENTERALE;CITARABINA*1 flaconcino EV SC 40 ml 100 mg/ml;92,56;56,08;-;ACCORD HEALTHCARE SLU;042356079;JDZ;
Cladribina;CLADRIBINA 10MG 5ML 5 UNITA' USO PARENTERALE;LITAK*5 flaconcini SC 10 mg 5 ml 2 mg/ml;2219,34;1344,73;-;LIPOMED GmbH;038237020;AJH;
Claritromicina;CLARITROMICINA 500MG 10ML 1 UNITA' USO PARENTERALE;KLACID*1 fiala EV 500 mg + 1 fiala solv 10 ml;19,77;8,98;-;VIATRIS ITALIA Srl;027370042;AJI;
Claritromicina;CLARITROMICINA 500MG 10ML 1 UNITA' USO PARENTERALE;MACLADIN*1 flaconcino EV 500 mg + 1 fiala solv 10 ml;19,77;8,98;-;LABORATORI GUIDOTTI SpA;027530043;AJI;
Claritromicina;CLARITROMICINA 500MG 10ML 1 UNITA' USO PARENTERALE;VECLAM*1 flaconcino EV 500 mg + 1 fiala solv 10 ml;19,77;8,98;-;MALESCI SpA IST.FARMACOBIOL.;027529039;AJI;
Claritromicina;CLARITROMICINA 500MG 1 UNITA' USO PARENTERALE;CLARITROMICINA*1 flaconcino EV 500 mg;17,70;10,73;-;HIKMA FARMACEUTICA S.A.;042118012;IZE;
Claritromicina;CLARITROMICINA 500MG 1 UNITA' USO PARENTERALE;CLARITROMICINA*1 flaconcino EV 500 mg;17,70;10,73;-;ALTAN PHARMA LIMITED;045203015;IZE;
Claritromicina;CLARITROMICINA 500MG 1 UNITA' USO PARENTERALE;CLARITROMICINA*1 flaconcino EV 500 mg;17,70;10,73;-;TILLOMED ITALIA Srl;048727010;IZE;
Claritromicina;CLARITROMICINA 500MG 10ML 10 UNITA' USO PARENTERALE;CLARITROMICINA*10 flaconcini EV 500 mg;118,56;71,84;-;HIKMA FARMACEUTICA S.A.;042118024;KFB;
Clevidipina;CLEVIDIPINA 0,5MG/ML 50ML 10 UNITA' USO PARENTERALE;CLEVIPREX*10 flaconcini EV 0,5 mg/ml 50 ml;2640,63;1600,00;-;CHIESI FARMACEUTICI SpA;041759010;KRQ;
Clindamicina;CLINDAMICINA 600MG 4ML 5 UNITA' USO PARENTERALE;CLINDAMICINA FOSFATO*5 fiale IM EV 600 mg 4 ml;20,67;12,53;-;BIOINDUSTRIA L.I.M. SpA;036441018;AJJ;
Clofarabina;CLOFARABINA 20MG 20ML 4 UNITA' USO PARENTERALE;CLOFARABINA*4 flaconcini EV 20 mg 20 ml 1 mg/ml;6985,69;4232,73;-;TILLOMED ITALIA Srl;045349026;AJK;
Clofarabina;CLOFARABINA 20MG 20ML 4 UNITA' USO PARENTERALE;CLOFARABINA*4 flaconcini EV 20 mg 20 ml 1 mg/ml;7584,47;4595,53;-;MEDAC PHARMA Srl;045373014;AJK;
Clofarabina;CLOFARABINA 20MG 20ML 4 UNITA' USO PARENTERALE;EVOLTRA*4 flaconcini EV 20 mg 20 ml 1 mg/ml;9979,63;6046,75;-;GENZYME EUROPE B.V.;037409012;AJK;
Clofarabina;CLOFARABINA 20MG 20ML 1 UNITA' USO PARENTERALE;CLOFARABINA*1 flaconcino EV 20 mg 20 ml 1 mg/ml;1896,11;1148,88;-;I.B.I.GIOVANNI LORENZINI SpA;045216013;KGY;
Clonidina;CLONIDINA 0,15MG 1ML 5 UNITA' USO PARENTERALE;CATAPRESAN*5 fiale SC IM EV 0,15 mg 1 ml;4,99;2,27;-;GLENWOOD GMBH;021502036;AJL;
Clopidogrel;CLOPIDOGREL 300MG 30 UNITA' USO ORALE;PLAVIX*30 cpr riv 300 mg;252,34;152,89;-;SANOFI WINTHROP INDUSTRIE;034128052;AJM;
Cloramfenicolo;CLORAMFENICOLO 1.000 MG 10ML 1 UNITA' USO PARENTERALE;CLORAMFENICOLO*1 flaconcino EV 1 g 10 ml;3,43;1,83;-;FISIOPHARMA Srl;031414016;69A;
Clorexidina gluconato/cetrimide;CLOREXIDINA+CETRIMIDE 1,5+15% 1.000ML 12 UNITA' USO ESTERNO;FARVICETT*soluz cutanea 12 flaconi 1 lt 1,5% + 15%;153,79;93,19;-;NUOVA FARMEC Srl;032644066;AJT;
Clormetina;CLORMETINA 60G 160MCG/G GEL USO ESTERNO;LEDAGA*1 tubo gel topico 60 g 160 mcg/g;3960,97;2400,00;-;HELSINN BIREX PHARMAC.LTD;045315013;KVU;
Cobimetinib;COBIMETINIB 20MG 63 UNITA' USO ORALE;COTELLIC*3x21 cpr riv 20 mg;8636,04;5232,70;-;ROCHE REGISTRATION GMBH;044551012;JGY;
Crizotinib;CRIZOTINIB 200MG 60 UNITA' USO ORALE;XALKORI*60 cps rig 200 mg;9737,36;5900,00;-;PFIZER EUROPE MA EEIG;042549016;GVD;
Crizotinib;CRIZOTINIB 250MG 60 UNITA' USO ORALE;XALKORI*60 cps rig 250 mg;9737,36;5900,00;-;PFIZER EUROPE MA EEIG;042549030;GVE;
Dabrafenib;DABRAFENIB 50MG 120 UNITA' USO ORALE;TAFINLAR*120 cps 50 mg flacone;8809,21;5337,62;-;NOVARTIS EUROPHARM LTD;042923021;IZF;
Dabrafenib;DABRAFENIB 75MG 120 UNITA' USO ORALE;TAFINLAR*120 cps 75 mg flacone;13213,81;8006,43;-;NOVARTIS EUROPHARM LTD;042923045;IZG;
Dactinomicina;DACTINOMICINA 0,5MG 1 UNITA' USO PARENTERALE;COSMEGEN*1 flaconcino EV 0,5 mg polv;106,50;64,53;-;ORPHAN EUROPE SARL;022738013;AJV;
Dalbavancina;DALBAVANCINA 500MG 1 UNITA' USO PARENTERALE;XYDALBA*1 flacone polv EV 500 mg;1276,55;773,48;-;ABBVIE DEUTSCHLAND GmbH&CO.KG;043908019;GTX;
Danaparoid;DANAPAROID 750UI 0,6ML 10 UNITA' USO PARENTERALE;TRALEUSIN*10 fiale SC EV 0,6 ml 750 U anti Xa;920,74;557,89;-;VIATRIS ITALIA Srl;045957014;MBZ;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;CUBICIN*1 flaconcino EV 350 mg 50 mg/ml;118,50;71,80;-;MERCK SHARP & DOHME BV;037151014;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA ACCORDPHARMA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,26;-;ACCORD HEALTHCARE SLU;048393019;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;88,88;53,86;-;DR. REDDY'S Srl;044780017;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,27;-;XELLIA PHARMACEUTICALS ApS;045055011;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,27;-;HIKMA ITALIA SpA;045059019;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,27;-;ACCORD HEALTHCARE SLU;045436019;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,27;-;TILLOMED ITALIA Srl;048085017;AJX;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;CUBICIN*1 flaconcino EV polv 500 mg 10 ml 50 mg/ml;169,30;102,58;-;MERCK SHARP & DOHME BV;037151026;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA ACCORDPHARMA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;ACCORD HEALTHCARE SLU;048393033;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;126,99;76,94;-;DR. REDDY'S Srl;044780029;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;XELLIA PHARMACEUTICALS ApS;045055035;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;HIKMA ITALIA SpA;045059033;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;ACCORD HEALTHCARE SLU;045436033;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;TILLOMED ITALIA Srl;048085031;AJY;
Daptomicina;DAPTOMICINA 350MG 5 UNITA' USO PARENTERALE;DAPTOMICINA*5 flaconcini polv soluz iniett infus 350 mg;399,96;242,34;-;NORIDEM ENTERPRISES LTD;048789022;KKC;
Daptomicina;DAPTOMICINA 500MG 5 UNITA' USO PARENTERALE;DAPTOMICINA*5 flaconcini polv soluz iniett infus 500 mg;571,41;346,23;-;NORIDEM ENTERPRISES LTD;048789061;KKD;
Daratumumab;DARATUMUMAB 100MG 5ML 1 UNITA' USO PARENTERALE;DARZALEX*1 flacone EV 5 ml 20 mg/ml;701,56;425,09;-;JANSSEN CILAG INTERNAT.N.V.;044885010;KAC;
Daratumumab;DARATUMUMAB 400MG 20ML 1 UNITA' USO PARENTERALE;DARZALEX*1 flacone EV 20 ml 20 mg/ml;2806,30;1700,37;-;JANSSEN CILAG INTERNAT.N.V.;044885022;KAD;
Daratumumab;DARATUMUMAB 1800MG 15 ML 120MG/ML 1 UNITA' USO PARENTERALE;DARZALEX*1 flacone SC 15 ml 120 mg/ml;8418,85;5101,10;-;JANSSEN CILAG INTERNAT.N.V.;044885046;LSK;
Darolutamide;DAROLUTAMIDE 300MG 112 UNITA' USO ORALE;NUBEQA*112 cpr riv 300 mg;5351,83;3242,75;-;BAYER AG;048610012;LHM;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*2x30 cpr riv 600 mg flacone;553,77;335,54;-;TILLOMED ITALIA Srl;048365023;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*30x2 cpr riv 600 mg flacone;553,77;335,54;-;KRKA D.D.NOVO MESTO;045929066;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*60 cpr riv 600 mg flacone;553,77;335,54;-;ZENTIVA ITALIA Srl;044211047;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*60 cpr riv 600 mg flacone;553,77;335,54;-;SANDOZ SpA;044715023;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*60 cpr riv 600 mg flacone;553,77;335,54;-;VIATRIS LIMITED;045250370;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*60 cpr riv 600 mg flacone;404,25;244,95;-;AUROBINDO PHARMA ITALIA Srl;046290021;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*60 cpr riv 600 mg flacone;553,77;335,54;-;ACCORD HEALTHCARE SLU;046823011;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;PREZISTA*60 cpr riv 600 mg flacone;1085,83;657,92;-;JANSSEN CILAG INTERNAT.N.V.;037634021;AKD;
Darunavir;DARUNAVIR 100MG/ML 200ML USO ORALE;PREZISTA*orale sosp 1 flacone 200 ml 100 mg/ml;595,65;360,91;-;JANSSEN CILAG INTERNAT.N.V.;037634060;BYW;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;ZENTIVA ITALIA Srl;044211050;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;SANDOZ SpA;044715035;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;VIATRIS LIMITED;045250432;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;KRKA D.D.NOVO MESTO;045929092;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;266,11;161,24;-;AUROBINDO PHARMA ITALIA Srl;046290033;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;ACCORD HEALTHCARE SLU;046823023;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;TILLOMED ITALIA Srl;048365035;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;PREZISTA*30 cpr riv 800 mg flacone;714,78;433,10;-;JANSSEN CILAG INTERNAT.N.V.;037634072;IWP;
Darunavir/cobicistat;DARUNAVIR+COBICISTAT 800+150MG 30 UNITA' USO ORALE;REZOLSTA*30 cpr riv 800 mg + 150 mg flacone;812,25;492,15;-;JANSSEN CILAG INTERNAT.N.V.;043776018;GBI;
Darunavir/cobicistat/emtricitabina/tenofovir alafenamide;DARUNAVIR+COBICISTAT+EMTRICITABINA+TENOFOVIR ALAFENAMIDE 30 UNITA' USO ORALE;SYMTUZA*30 cpr riv 800 mg + 150 mg + 200 mg + 10 mg flacone;1489,96;902,79;-;JANSSEN CILAG INTERNAT.N.V.;045660014;KHJ;
Dasatinib;DASATINIB 100MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 100 mg;3985,10;2414,63;-;EG SpA;045575180;AKE;
Dasatinib;DASATINIB 100MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 100 mg;3985,10;2414,63;-;SANDOZ SpA;046281123;AKE;
Dasatinib;DASATINIB 100MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 100 mg;3985,10;2414,63;-;MYLAN SpA;047966104;AKE;
Dasatinib;DASATINIB 100MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 100 mg;3985,10;2414,63;-;ZENTIVA ITALIA Srl;048157073;AKE;
Dasatinib;DASATINIB 100MG 30 UNITA' USO ORALE;SPRYCEL*30x1 cpr riv 100 mg;6295,57;3814,55;-;BRISTOL M.SQUIBB PHARMA EEIG;037400114;AKE;
Dasatinib;DASATINIB 140MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 140 mg;3985,10;2414,63;-;EG SpA;045575204;AKF;
Dasatinib;DASATINIB 140MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 140 mg;3985,10;2414,63;-;SANDOZ SpA;046281147;AKF;
Dasatinib;DASATINIB 140MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 140 mg;3985,10;2414,63;-;MYLAN SpA;047966130;AKF;
Dasatinib;DASATINIB 140MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 140 mg;3985,10;2414,63;-;ZENTIVA ITALIA Srl;048157109;AKF;
Dasatinib;DASATINIB 140MG 30 UNITA' USO ORALE;SPRYCEL*30 cpr riv 140 mg;6295,57;3814,55;-;BRISTOL M.SQUIBB PHARMA EEIG;037400153;AKF;
Dasatinib;DASATINIB 50MG 60 UNITA' USO ORALE;DASATINIB*60 cpr riv 50 mg;3985,10;2414,63;-;EG SpA;045575038;AKJ;
Dasatinib;DASATINIB 50MG 60 UNITA' USO ORALE;DASATINIB*60 cpr riv 50 mg;3985,10;2414,63;-;SANDOZ SpA;046281059;AKJ;
