Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Prezzo al pubblico �,Titolare AIC,AIC,Codice Gruppo Equivalenza,X=in lista di trasparenza Aifa 15/10/2024,Solo in lista di Regione:,Metri cubi ossigeno
Cefpodoxima,CEFPODOXIMA 200MG 6 UNITA' USO ORALE,CEFPODOXIMA*6 cpr riv 200 mg,"8,77",MYLAN SpA,41859048,FFC,X,,
Cefprozil,CEFPROZIL 250MG/5ML USO ORALE,PROLIZIP*orale sosp 1 flacone 60 ml 250 mg/5 ml,"8,88",FARTO Srl,39655028,IZA,,,
Cefprozil,CEFPROZIL 500MG 6 UNITA' USO ORALE,PROLIZIP*6 cpr riv 500 mg,"8,65",FARTO Srl,39655016,IZB,,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,GLAZIDIM 1*1 flaconcino IM 1 g + 1 fiala solv 3 ml,"5,70",SANDOZ SpA,25212034,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,STARCEF*1 flacone polv 1 g/3 ml + 1 fiala solv 3 ml,"4,63",F.I.R.M.A. SpA,25859036,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,CEFTAZIDIMA*1 fiala IM 1 g + 1 fiala solv 3 ml,"4,63",SANDOZ SpA,36209017,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,CEFTAZIDIMA*1 flacone IM 1 g 3 ml,"4,63",ASTRO-PHARMA VERTRIEB GMBH,36459016,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,ETAZIM*1 flacone IM 1 g + 1 fiala solv 3 ml,"4,63",S.F. GROUP Srl,36490023,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,CEFTAZIDIMA*1 flaconcino IM 1 g + 1 fiala solv 3 ml,"4,63",TOWA PHARMACEUTICAL SpA,36494021,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,TAZIDIF*1 fiala IM 1 g + 1 fiala solv 3 ml,"4,63",S.F. GROUP Srl,36495024,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,TOTTIZIM*1 fiala IM 1 g + 1 fiala solv 3 ml,"4,63",SO.SE.PHARM Srl,36501029,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,LIOTIXIL*1 fiala IM 1 g + 1 fiala solv 3 ml,"4,63",ESSETI FARMACEUTICI Srl,36545010,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,CEFTAZIDIMA*1 fiala IM 1 g/3 ml + 1 fiala 3 ml,"4,63",FG Srl,36566038,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,CEFTAZIDIMA*1 flaconcino IM 1 g + 1 fiala solv 3 ml,"4,63",DOC GENERICI Srl,36571038,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,CEFTAZIDIMA*1 flacone IM 1 g + fiala solv 3 ml,"4,63",ALMUS Srl,36579035,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,DELTAZIME*1 fiala IM 1 g + 1 fiala 3 ml,"4,63",C.T. LAB.FARMACEUTICO Srl,36590038,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,CEFTAZIDIMA*1 flacone IM 1 g + fiala solv 3 ml,"5,87",FRESENIUS KABI ITALIA Srl,36591030,C7A,X,,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE,CEFTAZIDIMA*1 flacone IM 1 g + 1 fiala solv 3 ml,"4,63",MYLAN SpA,36604027,C7A,X,,
Ceftazidima,CEFTAZIDIMA 500MG 1 UNITA' USO PARENTERALE,"GLAZIDIM*1 flaconcino IM 500 mg + 1 fiala solv 1,5 ml","2,82",SANDOZ SpA,25212022,C7B,X,,
Ceftazidima,CEFTAZIDIMA 500MG 1 UNITA' USO PARENTERALE,"STARCEF*1 flacone polv 500 mg + 1 fiala solv 1,5 ml","2,21",F.I.R.M.A. SpA,25859024,C7B,X,,
Ceftazidima,CEFTAZIDIMA 250MG 1 UNITA' USO PARENTERALE,GLAZIDIM*1 flaconcino IM 250 mg + 1 fiala solv 1 ml,"3,55",SANDOZ SpA,25212010,C7C,,,
Ceftibuten,CEFTIBUTEN 36MG/ML - USO ORALE,ISOCEF*grat orale sosp 36 mg/ml flacone,"22,14",RECORDATI SpA,27850104,J0A,,,
Ceftibuten,CEFTIBUTEN 400MG 6 UNITA' USO ORALE,ISOCEF*6 cps 400 mg,"22,97",RECORDATI SpA,27850142,J0B,,,
Ceftriaxone,CEFTRIAXONE 250MG 1 UNITA' USO PARENTERALE,ROCEFIN*1 flaconcino IM 250 mg + 1 fiala solv 2 ml,"2,28",ROCHE SpA,25202019,C0A,,,
Ceftriaxone,CEFTRIAXONE 500MG 1 UNITA' USO PARENTERALE,CEFTRIAXONE*1 fiala IM 500 mg + 1 fiala solv 2 ml,"3,61",DOC GENERICI Srl,35800010,C0B,X,,
Ceftriaxone,CEFTRIAXONE 500MG 1 UNITA' USO PARENTERALE,FIDATO*1 fiala IM 500 mg + 1 fiala solv 2 ml,"3,61",FIDIA FARMACEUTICI SpA,35867023,C0B,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"ROCEFIN*1 flaconcino IM 1 g + 1 fiala solv 3,5 ml","6,94",ROCHE SpA,25202058,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",DOC GENERICI Srl,35800034,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"ERAXITRON*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",I.B.N. SAVIO Srl,35801036,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",RATIOPHARM GMBH,35802038,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",BIOPHARMA Srl,35814021,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"SIRTAP*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",SO.SE.PHARM Srl,35815024,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"DAVIXON*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",NEW RESEARCH Srl,35816040,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"VALEXIME*1 flacone IM 1 g + 1 fiala solv 3,5 ml","4,96",LANOVA FARMACEUTICI Srl,35824010,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"FRINEG*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",EPIFARMA Srl,35866033,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"FIDATO*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",FIDIA FARMACEUTICI SpA,35867035,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 flacone IM 1 g + 1 fiala solv 3,5 ml","4,96",SANDOZ SpA,35868037,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",EG SpA,35869039,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 flaconcino IM 1 g + 1 fiala solv 3,5 ml","4,96",MYLAN SpA,35878038,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",PHARMACARE Srl,35881022,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 flacone IM 1 g + 1 fiala solv 3,5 ml","4,96",ZENTIVA ITALIA Srl,35887037,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",SANDOZ SpA,35902030,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 flaconcino IM 1 g + 1 fiala solv 3,5 ml","4,96",SUN PHARMACEUTICAL IND.EU.B.V.,35905013,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTAGES*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",IST.CHIM.INTERNAZ. RENDE Srl,35921028,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"SETRIOX*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",EBERLIFE FARMACEUTICI SpA,35922032,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 flacone IM 1 g + 1 fiala solv 3,5 ml","4,96",ABC FARMACEUTICI SpA,35924048,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"NILSON*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",DYMALIFE PHARMACEUTICAL Srl,35925027,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"RAGEX*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",AGIPS FARMACEUTICI Srl,35927033,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"PANTOXON*1 flacone polv IM 1 g + 1 fiala solv 3,5 ml","4,96",AESCULAPIUS FARMACEUTICI Srl,35952023,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"BIXON*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",LANOVA FARMACEUTICI Srl,35958026,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 flacone polv IM 1 g + 1 fiala solv 3,5 ml","4,96",TOWA PHARMACEUTICAL SpA,35964030,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"KOCEFAN*1 flacone IM 1 g + 1 fiala solv 3,5 ml","4,96",NEOPHARMED GENTILI SpA,35965033,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"PANATRIX*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",S.F. GROUP Srl,36015030,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 flacone IM 1 g + 1 fiala solv 3,5 ml","4,96",LABORATORI ALTER Srl,36021032,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",ALMUS Srl,36065035,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"DAYTRIX*1 flacone IM 1 g + 1 fiala solv 3,5 ml","4,96",C.T. LAB.FARMACEUTICO Srl,36093033,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",ARISTO PHARMA GMBH,36095014,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"EFTRY*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",FARTO Srl,36102010,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",EUGIA PHARMA (MALTA) LIMITED,36138028,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CARITEX*1 flacone IM 1 g + 1 fiala solv 3,5 mg","4,96",PHARMACARE Srl,36154019,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"POKECEF*1 fiala IM 1 g + 1 fiala 3,5 ml","4,96",RO-FARM.di DE MAIO SALVATORE&C,36212037,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"DIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",EURO-PHARMA Srl,36314021,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",S.F. GROUP Srl,36516021,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CLAXON*1 flacone IM 1 g + 1 fiala solv 3,5 ml","4,96",GENETIC SpA,36642066,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 flacone IM 1 g + 1 fiala solv 3,5 ml","4,96",PHARMACARE Srl,37334051,C0C,X,,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE,"CEFTRIAXONE*1 fiala IM 1 g + 1 fiala solv 3,5 ml","4,96",ACCORD HEALTHCARE SLU,39216027,C0C,X,,
Cefuroxima,CEFUROXIMA 1.000MG 1 UNITA' USO PARENTERALE,CUROXIM*1 flacone IM 1 g + 1 fiala solv 4 ml,"4,20",SANDOZ SpA,23576046,63B,X,,
Cefuroxima,CEFUROXIMA 1.000MG 1 UNITA' USO PARENTERALE,ITOREX*1 fiala IM 1 g + 1 fiala solv 4 ml,"3,07",TECNOPHARMA ITALIA Srl,24105013,63B,X,,
Cefuroxima,CEFUROXIMA 250MG 12 UNITA' USO ORALE,ZINNAT*12 cpr riv 250 mg,"8,92",SANDOZ SpA,26915025,63C,X,,
Cefuroxima,CEFUROXIMA 250MG 12 UNITA' USO ORALE,ORAXIM*12 cpr riv 250 mg,"8,92",MALESCI SpA IST.FARMACOBIOL.,27002029,63C,X,,
Cefuroxima,CEFUROXIMA 250MG 12 UNITA' USO ORALE,CEFUROXIMA*12 cpr riv 250 mg,"5,60",SANDOZ SpA,37732082,63C,X,,
Cefuroxima,CEFUROXIMA 250MG 12 UNITA' USO ORALE,CEFUROXIMA*12 cpr riv 250 mg,"5,60",MYLAN SpA,48025035,63C,X,,
Cefuroxima,CEFUROXIMA 500MG 6 UNITA' USO ORALE,ZINNAT*6 cpr riv 500 mg,"7,16",SANDOZ SpA,26915037,63D,X,,
Cefuroxima,CEFUROXIMA 500MG 6 UNITA' USO ORALE,CEFUROXIMA*6 cpr riv 500 mg,"6,16",EG SpA,26917031,63D,X,,
Cefuroxima,CEFUROXIMA 500MG 6 UNITA' USO ORALE,ORAXIM*6 cpr riv 500 mg,"7,16",MALESCI SpA IST.FARMACOBIOL.,27002031,63D,X,,
Cefuroxima,CEFUROXIMA 500MG 6 UNITA' USO ORALE,TILEXIM*6 cpr riv 500 mg,"6,10",I.B.N. SAVIO Srl,27020039,63D,X,,
Cefuroxima,CEFUROXIMA 500MG 6 UNITA' USO ORALE,CEFUROXIMA*6 cpr riv 500 mg,"5,60",SANDOZ SpA,37732308,63D,X,,
Cefuroxima,CEFUROXIMA 500MG 6 UNITA' USO ORALE,CEFUROXIMA*6 cpr riv 500 mg,"5,60",MYLAN SpA,48025062,63D,X,,
Cefuroxima,CEFUROXIMA 250MG/5ML 50ML USO ORALE,ZINNAT*orale sosp grat 50 ml 250 mg/5 ml,"13,78",SANDOZ SpA,26915076,63F,,,
Cefuroxima,CEFUROXIMA 250MG/5ML 50ML USO ORALE,ORAXIM*orale sosp grat 50 ml 250 mg/5 ml,"13,78",MALESCI SpA IST.FARMACOBIOL.,27002070,63F,,,
Cefuroxima,CEFUROXIMA 500MG 2ML 1 UNITA' USO PARENTERALE,CUROXIM*1 flacone IM 500 mg + 1 fiala solv 2 ml,"2,32",SANDOZ SpA,23576022,63H,,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELEBREX*20 cps 200 mg,"10,40",VIATRIS PHARMA Srl,34624460,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",TEVA ITALIA Srl,40512220,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",VIATRIS PHARMA Srl,40788198,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",DOC GENERICI Srl,41938174,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",TECNIMEDE SOC.TECNICO-MED.S.A.,41955028,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",ZENTIVA ITALIA Srl,42258095,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",SANDOZ SpA,42328082,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",EG SpA,42332181,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",MYLAN SpA,42533125,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELARTROX*20 cps 200 mg,"8,40",S.F. GROUP Srl,42559031,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,COXIBEN*20 cps 200 mg,"7,00",S.F. GROUP Srl,43133026,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",LABORATORI ALTER Srl,43500014,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,CELECOXIB*20 cps 200 mg,"7,00",AUROBINDO PHARMA ITALIA Srl,44073017,J1A,X,,
Celecoxib,CELECOXIB 200MG 20 UNITA' USO ORALE,COXART*20 cps 200 mg,"7,00",S.F. GROUP Srl,45187034,J1A,X,,
Celecoxib,CELECOXIB 100MG 40 UNITA' USO ORALE,CELEBREX*40 cps 100 mg blister AL/PVC trasparente,"10,40",VIATRIS PHARMA Srl,34624066,J1B,,,
Celiprololo,CELIPROLOLO 200MG 28 UNITA' USO ORALE,CORDIAX*28 cpr riv 200 mg,"9,98",S.F. GROUP Srl,25655010,J2A,,,
Cenobamato,CENOBAMATO 200MG 28 UNITA' USO ORALE,ONTOZRY*28 cpr riv 200 mg,"244,56",ANGELINI PHARMA ITALIA SpA,49442128,LYP,,,
Cenobamato,CENOBAMATO 200MG 14 UNITA' USO ORALE,ONTOZRY*14 cpr riv 200 mg,"122,27",ANGELINI PHARMA ITALIA SpA,49442116,LYQ,,,
Cenobamato,"CENOBAMATO 25MG 14 UNITA' + 12,5MG 14 UNITA' USO ORALE","ONTOZRY*14 cpr riv 25 mg + 14 cpr riv 12,5 mg","244,56",ANGELINI PHARMA ITALIA SpA,49442015,LYR,,,
Cenobamato,CENOBAMATO 50MG 14 UNITA' USO ORALE,ONTOZRY*14 cpr riv 50 mg,"122,27",ANGELINI PHARMA ITALIA SpA,49442027,LYS,,,
Cenobamato,CENOBAMATO 50MG 28 UNITA' USO ORALE,ONTOZRY*28 cpr riv 50 mg,"244,56",ANGELINI PHARMA ITALIA SpA,49442039,LYT,,,
Cenobamato,CENOBAMATO 100MG 14 UNITA' USO ORALE,ONTOZRY*14 cpr riv 100 mg,"122,27",ANGELINI PHARMA ITALIA SpA,49442054,LYU,,,
Cenobamato,CENOBAMATO 100MG 28 UNITA' USO ORALE,ONTOZRY*28 cpr riv 100 mg,"244,56",ANGELINI PHARMA ITALIA SpA,49442066,LYV,,,
Cenobamato,CENOBAMATO 150MG 14 UNITA' USO ORALE,ONTOZRY*14 cpr riv 150 mg,"122,27",ANGELINI PHARMA ITALIA SpA,49442080,LYW,,,
Cenobamato,CENOBAMATO 150MG 28 UNITA' USO ORALE,ONTOZRY*28 cpr riv 150 mg,"244,56",ANGELINI PHARMA ITALIA SpA,49442092,LYX,,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,60",UCB PHARMA SpA,26894016,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,FORMISTIN*20 cpr riv 10 mg,"4,85",IST.LUSOFARMACO D'ITALIA SpA,27329010,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr riv 10 mg,"3,60",LABORATORI ALTER Srl,36910014,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr riv 10 mg,"3,60",ZENTIVA ITALIA Srl,37300047,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,STAMIDIX*20 cpr div 10 mg,"3,60",IDI FARMACEUTICI Srl,37339013,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr riv 10 mg,"3,60",SANDOZ SpA,37629045,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr riv 10 mg,"3,60",ACCORD HEALTHCARE SLU,37635012,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,TEZASTIN*20 cpr riv 10 mg,"3,60",EPIFARMA Srl,37637016,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,PRIZITEC*20 cpr riv 10 mg,"3,60",GENETIC SpA,37638018,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr div 10 mg,"3,60",SUN PHARMACEUTICAL IND.EU.B.V.,37653019,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr riv 10 mg,"3,60",DOC GENERICI Srl,37654011,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr riv 10 mg,"3,60",EG SpA,37655014,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr riv 10 mg,"3,60",MYLAN SpA,37713082,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CERCHIO*20 cpr div 10 mg,"4,85",NEOPHARMED GENTILI SpA,37736016,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETERIS*20 cpr riv 10 mg,"3,60",SO.SE.PHARM Srl,37819024,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr div 10 mg,"3,60",TOWA PHARMACEUTICAL SpA,37827019,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,SOTRIZOL*20 cpr riv 10 mg,"3,60",DYMALIFE PHARMACEUTICAL Srl,37895024,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr div 10 mg,"3,60",ABC FARMACEUTICI SpA,37911017,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,SUSPIRIA*20 cpr riv 10 mg,"4,85",KONPHARMA Srl,38035022,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,60",BB FARMA Srl,38386025,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,00",BB FARMA Srl,38386037,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,00",BB FARMA Srl,38386049,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,00",BB FARMA Srl,38386052,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,60",FARMA 1000 Srl,38777025,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,00",FARMA 1000 Srl,38777049,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,60",PROGRAMMI SANIT.INTEGRATI Srl,39316031,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,37",MEDIFARM Srl,41894027,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr riv 10 mg,"3,60",TEVA ITALIA Srl,42741049,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,60",GMM FARMA Srl,42955029,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,00",GMM FARMA Srl,42955056,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,60",FARMAVOX Srl,43015015,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,60",FARMAROC Srl,43098019,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,CETIRIZINA*20 cpr riv div 10 mg,"3,60",AUROBINDO PHARMA ITALIA Srl,43111018,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,60",GEKOFAR Srl,43629017,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,00",GEKOFAR Srl,43629031,DFA,X,,
Cetirizina,CETIRIZINA 10MG 20 UNITA' USO ORALE,ZIRTEC*20 cpr riv 10 mg,"8,00",GEKOFAR Srl,43629043,DFA,X,,
