Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Titolare AIC,AIC,Codice Gruppo Equivalenza,ATC,URL,PDF URL,4.1 Indicazioni terapeutiche,4.2 Posologia e modo di somministrazione,4.3 Controindicazioni,4.4 Avvertenze speciali e precauzioni di impiego,4.5 Interazioni con altri medicinali ed altre forme di interazione,"4.6 Fertilità, gravidanza e allattamento",4.7 Effetti sulla capacità di guidare veicoli e sull’uso di macchinari,4.8 Effetti indesiderati,4.9 Sovradosaggio,6.2 Incompatibilità
Simoctocog Alfa,"SIMOCTOCOG ALFA 250UI 2,5ML 1 UNITA' USO PARENTERALE","NUWIQ*1 flaconcino EV 250 Unita' Internazionali + 1 siringa solv 2,5 ml",OCTAPHARMA AB,43534015,LMU,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simoctocog Alfa,"SIMOCTOCOG ALFA 500UI 2,5ML 1 UNITA' USO PARENTERALE","NUWIQ*1 flaconcino EV 500 Unita' Internazionali + 1 siringa solv 2,5 ml",OCTAPHARMA AB,43534027,LMV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simoctocog Alfa,"SIMOCTOCOG ALFA 1.000UI 2,5ML 1 UNITA' USO PARENTERALE","NUWIQ*1 flaconcino EV 1.000 Unita' Internazionali + 1 siringa solv 2,5 ml",OCTAPHARMA AB,43534039,LMW,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simoctocog Alfa,"SIMOCTOCOG ALFA 2.000UI 2,5ML 1 UNITA' USO PARENTERALE","NUWIQ*1 flaconcino EV 2.000 Unita' Internazionali + 1 siringa solv 2,5 ml",OCTAPHARMA AB,43534041,LMX,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simoctocog Alfa,"SIMOCTOCOG ALFA 1.500UI 2,5ML 1 UNITA' USO PARENTERALE","NUWIQ*1 flaconcino EV 1.500 Unita' Internazionali + 1 siringa solv 2,5 ml + 1 adattatore + 1 ago + 2 tamponi",OCTAPHARMA AB,43534080,MKE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simoctocog Alfa,"SIMOCTOCOG ALFA 2500UI 2,5ML 1 UNITA' USO PARENTERALE","NUWIQ*1 flaconcino EV 2500 Unita' Internazionali + 1 siringa solv 2,5 ml + 1 adattatore + 1 ago + 2 tamponi",OCTAPHARMA AB,43534054,RAE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simoctocog Alfa,"SIMOCTOCOG ALFA 3000UI 2,5ML 1 UNITA' USO PARENTERALE","NUWIQ*1 flaconcino EV 3.000 Unita' Internazionali + 1 siringa solv 2,5 ml + 1 adattatore + 1 ago + 2 tamponi",OCTAPHARMA AB,43534066,RAF,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 10 UNITA' USO ORALE,SIVASTIN*10 cpr riv 20 mg,ALFASIGMA SpA,27208026,DAA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 10 UNITA' USO ORALE,ZOCOR*10 cpr riv 20 mg,NEOPHARMED GENTILI SpA,27216023,DAA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 10 UNITA' USO ORALE,LIPONORM*10 cpr riv 20 mg,NEOPHARMED GENTILI SpA,27228028,DAA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 10 UNITA' USO ORALE,MEDIPO*10 cpr riv 20 mg,NEOPHARMED GENTILI SpA,28370029,DAA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 10 UNITA' USO ORALE,SIMVASTATINA*10 cpr riv 20 mg,MYLAN SpA,37398029,DAA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 10 UNITA' USO ORALE,SIMVASTATINA*10 cpr riv 20 mg,EG SpA,37412121,DAA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 10 UNITA' USO ORALE,SIMVASTATINA*10 cpr riv 20 mg,DOC GENERICI Srl,43280027,DAA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 40MG 10 UNITA' USO ORALE,SIVASTIN*10 cpr riv 40 mg,ALFASIGMA SpA,27208040,DAB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 40MG 10 UNITA' USO ORALE,ZOCOR*10 cpr riv 40 mg,NEOPHARMED GENTILI SpA,27216035,DAB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 40MG 10 UNITA' USO ORALE,LIPONORM*10 cpr riv 40 mg,NEOPHARMED GENTILI SpA,27228030,DAB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 40MG 10 UNITA' USO ORALE,MEDIPO*10 cpr riv 40 mg,NEOPHARMED GENTILI SpA,28370043,DAB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 40MG 10 UNITA' USO ORALE,SIMVASTATINA*10 cpr riv 40 mg,MYLAN SpA,37398082,DAB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 40MG 10 UNITA' USO ORALE,SIMVASTATINA*10 cpr riv 40 mg,DOC GENERICI Srl,43280041,DAB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIVASTIN*28 cpr riv 20 mg,ALFASIGMA SpA,27208103,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SINVACOR*28 cpr riv 20 mg,ORGANON ITALIA Srl,27209105,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,ZOCOR*28 cpr riv 20 mg,NEOPHARMED GENTILI SpA,27216098,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,LIPONORM*28 cpr riv 20 mg,NEOPHARMED GENTILI SpA,27228079,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,MEDIPO*28 cpr riv 20 mg,NEOPHARMED GENTILI SpA,28370106,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,SUN PHARMACEUTICAL IND.EU.B.V.,37134261,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,SANDOZ SpA,37206214,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,SANDOZ SpA,37213257,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SINVAT*28 cpr riv 20 mg,EPIFARMA Srl,37317029,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SINCOL*28 cpr riv 20 mg,DYMALIFE PHARMACEUTICAL Srl,37326028,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,VASTIN*28 cpr riv 20 mg,S.F. GROUP Srl,37327020,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,ACCORD HEALTHCARE SLU,37328022,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMBATRIX*28 cpr riv 20 mg,S.F. GROUP Srl,37331028,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,LIPENIL*28 cpr riv 20 mg,S.F. GROUP Srl,37348036,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,ABC FARMACEUTICI SpA,37352022,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,XIPOCOL*28 cpr riv 20 mg,SO.SE.PHARM Srl,37357023,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,ALPHEUS*28 cpr riv 20 mg,S.F. GROUP Srl,37359027,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,OMISTAT*28 cpr riv 20 mg,AGIPS FARMACEUTICI Srl,37364039,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,LABORATORI ALTER Srl,37367036,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,MYLAN SpA,37398056,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,EG SpA,37412158,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,ZENTIVA ITALIA Srl,37593175,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,KRUSTAT*28 cpr riv 20 mg,S.F. GROUP Srl,37664024,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SETORILIN*28 cpr riv 20 mg,S.F. GROUP Srl,37669037,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,KRKA D.D.NOVO MESTO,37708144,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,ALMUS Srl,37809175,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SIMVASTATINA*28 cpr riv 20 mg,TOWA PHARMACEUTICAL SpA,38051064,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Simvastatina,SIMVASTATINA 20MG 28 UNITA' USO ORALE,SINVALIP*28 cpr riv 20 mg,GENETIC SpA,38559023,DAC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
